razao_social_osc, nome_fantasia_osc, natureza_juridica, ano_inicio, classe_atividade_economica, subclasse_atividade_economica, bairro, area_atuacao, subarea_atuacao
USE INTERMUNICIPAL SE SANTOS,U S E,Associação Privada,1984.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ENCRUZILHADA,Religião,Religião
ASSOCIACAO DOS SERVIDORES DO HOSPITAL GUILHERME ALVARO,ASHGA,Associação Privada,1985.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
GRUPO 25 DIMENSAO,NÃO INFORMADO,Organização Religiosa,1985.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VL MATHIAS,Religião,Religião
CASA DE CARIDADE JESUS E AS CRIANCAS,NÃO INFORMADO,Associação Privada,1984.0,Serviços de assistência social sem alojamento,Serviços de assistência social sem alojamento,VILA MATHIAS,Assistência social,Assistência social
CLUBE RECREATIVO ESPORTIVO SOCIAL TODO BELO TODO BRANCO,TODO BELO TODO BRANCO,Associação Privada,1984.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Cultura e recreação,Esporte e recreação
ASSOCIACAO DO RECANTO DA SOPA FRATERNA JOAO XXIII,NÃO INFORMADO,Associação Privada,1984.0,Atividades de assistência social prestadas em residências coletivas e particulares,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,CHICO DE PAULA,Assistência social,Assistência social
ASSOCIACAO DOS PROPRIETARIOS DE PADARIAS DE SANTOS,NÃO INFORMADO,Associação Privada,1984.0,Atividades de organizações associativas patronais e empresariais,Atividades de organizações associativas patronais e empresariais,ESTUARIO,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
NUCLEO ESPIRITA CARITAS,NÃO INFORMADO,Associação Privada,1984.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
EXERCITO DE SALVACAO,SANTOS,Associação Privada,1985.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,MACUCO,Religião,Religião
ASSOCIACAO DOS PROTETICOS DENTARIOS DA BAIXADA SANTISTA E LITORAL,NÃO INFORMADO,Associação Privada,1985.0,NÃO INFORMADO,NÃO INFORMADO,VILA BELMIRO,Desenvolvimento e defesa de direitos,Outros
IGREJA EVANGELICA MONTE SIAO DE SANTOS,NÃO INFORMADO,Associação Privada,1984.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,JARDIM RADIO CLUB,Religião,Religião
ASSOC BENEF DOS APOSENT EPENS DOS VIGIAS PORT DE SANTOS,NÃO INFORMADO,Associação Privada,1985.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE DE MELHORAMENTOS DO BAIRRO E MORROS JABAQUARA,NÃO INFORMADO,Associação Privada,1985.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,JABAQUARA,Desenvolvimento e defesa de direitos,Outros
CEP CENTRO DE ESTUDOS E PESQUISAS DO HOSPITAL SAO LUCAS,NÃO INFORMADO,Associação Privada,1986.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA BELMIRO,Desenvolvimento e defesa de direitos,Outros
INSTITUTO EDUCACIONAL FRATERNIDADE,NÃO INFORMADO,Associação Privada,1985.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VL MATHIAS,Desenvolvimento e defesa de direitos,Outros
GRUPO ESPIRITA FRATERNIDADE,NÃO INFORMADO,Associação Privada,1985.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Religião,Religião
CLUBE DOS EMPREGADOS DA PETROBRAS - CEPE,ESPACO CEPE,Associação Privada,2009.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",VILA MATHIAS,Cultura e recreação,Esporte e recreação
CLUBE DOS CRIADORES DE CURIO DE SANTOS,NÃO INFORMADO,Associação Privada,1983.0,Atividades de recreação e lazer não especificadas anteriormente,Outras atividades de recreação e lazer não especificadas anteriormente,MARAPE,Cultura e recreação,Esporte e recreação
CENTRO ESPIRITA APRENDIZES DO EVANGELHO,CEAE,Associação Privada,1986.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,PONTA DA PRAIA,Religião,Religião
ASSOCIACAO DA IGREJA EPISCOPAL DE TODOS OS SANTOS,PAROQUIA DE TODOS OS SANTOS,Associação Privada,1982.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,JOSE MENINO,Religião,Religião
FUNDACAO PINACOTECA BENEDICTO CALIXTO,NÃO INFORMADO,Associação Privada,1986.0,"Artes cênicas, espetáculos e atividades complementares",Atividades de sonorização e de iluminação,BOQUEIRAO,Saúde,Outros serviços de saúde
G R E S MOCIDADE INDEPENDENTE DO PADRE PAULO,G R E S MOCIDADE INDEPENDENTE DO PADRE PAULO,Associação Privada,1983.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ESTUARIO,Desenvolvimento e defesa de direitos,Outros
IRMANDADE DO SANTISSIMO SACRAMENTO DA CATEDRAL,CATEDRAL,Associação Privada,1983.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CENTRO,Desenvolvimento e defesa de direitos,Outros
GREMIO DOS EMPREGADOS DA FEMCO,GREFE,Associação Privada,1987.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
CIA PERNILONGOS INSOLENTES PINTAM DE HUMOR A TRAGEDIA,NÃO INFORMADO,Associação Privada,1987.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CAMPO GRANDE,Desenvolvimento e defesa de direitos,Outros
CLUBE DE BOCHAS ORQUIDARIO,NÃO INFORMADO,Associação Privada,1987.0,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",MARAPE,Cultura e recreação,Esporte e recreação
PAULISTANO FUTEBOL CLUBE,NÃO INFORMADO,Associação Privada,1987.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,MACUCO,Cultura e recreação,Esporte e recreação
ASSOCIACAO DE FUNCIONARIOS DA COHAB SANTISTA ACOHAB ST,NÃO INFORMADO,Associação Privada,1987.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,CENTRO,Desenvolvimento e defesa de direitos,Outros
ELOS CLUBE DE SANTOS,NÃO INFORMADO,Associação Privada,1988.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,CENTRO,Saúde,Outros serviços de saúde
CENTRO INTEGRADO DE ASSISTENCIA A PESSOAS COM CANCER - CENIN,CENIN SEDE SOCIAL,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Assistência social; Saúde,Assistência social
LOJA MACONICA ATALAIA DE SANTOS N 3509,LOJA MACONICA ATALAIA DE SANTOS,Associação Privada,2012.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,EMBARE,Religião,Religião
IGREJA EVANGELICA REMIDOS POR CRISTO MISSAO SHALIAH,IGREJA EVANGELICA REMIDOS POR CRISTO MISSAO SHALIAH,Organização Religiosa,2014.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Religião,Religião
GAA GRUPO ACOLHE AUTISTMO,GAA GRUPO ACOLHE AUTISMO,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
VITAE DOMINI - INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL,PROJETO VITA OU AGENDAS VITAE DOMINI,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE MORADORES E AMIGOS DA VILA MATHIAS,NÃO INFORMADO,Associação Privada,2005.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO NACIONAL DOS CONSUMIDORES - ANACON,ANACON,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,APARECIDA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO BRASILEIRA DE ODONTOLOGIA - REGIONAL SANTOS,ABO - REGIONAL SANTOS,Associação Privada,2006.0,Atividades de organizações associativas profissionais,Atividades de organizações associativas profissionais,EMBARE,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
"IGREJA EVANGELICA ASSEMBLEIA DE DEUS EM SANTOS, MINISTERIO DO BELEM",ASSEMBLEIA DE DEUS,Associação Privada,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,MACUCO,Religião,Religião
PROJETO SOCIO-CULTURAL DE APOIO AO EX-OBESO MORBIDO,NÃO INFORMADO,Associação Privada,2006.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,VILA BELMIRO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
GREMIO ESPORTIVO VIDA,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
IGREJA CRISTA APOSTOLICA ADORANDO DE SIAO,NÃO INFORMADO,Organização Religiosa,2006.0,NÃO INFORMADO,NÃO INFORMADO,CHICO DE PAULA,Religião,Religião
IGREJA PENTECOSTAL ''EXPLOSAO DE AVIVAMENTO'',NÃO INFORMADO,Associação Privada,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA MATHIAS,Religião,Religião
ASSOCIACAO DE ARTES MARCIAIS E DEFESA PESSOAL,ADEPAM,Associação Privada,2006.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,POMPEIA,Cultura e recreação,Esporte e recreação
CENTRO ESPIRITUAL CEU VIAJANTES DA LUZ,NÃO INFORMADO,Associação Privada,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,APARECIDA,Religião,Religião
INSTITUTO S.O.S. GENTE,S.O.S. GENTE,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,EMBARE,Assistência social; Desenvolvimento e defesa de direitos; Outros,Outros
INSTITUTO DOS ADVOGADOS PREVIDENCIARIOS - SUBSECCAO BAIXADA SANTISTA - IAPE,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA LUZ E HARMONIA N. 630,NÃO INFORMADO,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,Desenvolvimento e defesa de direitos; Religião,Religião
CAMINHO DA GRACA - ESTACAO SANTOS,CAMINHO DA GRACA - ESTACAO SANTOS,Associação Privada,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,APARECIDA,Religião,Religião
"ASE ILE - OYO EGBE TI IMOLE SONGO OBA ALAAFIN JAKUTA AWODI BI OLA - CENTRO DE ESTUDOS, PESQUISAS, DOCUMENTACAO, DIVUL",ASE ILE-OYO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,SABOO,Desenvolvimento e defesa de direitos,Outros
INSTITUTO CULTURAL VASCO CARMANO GONCALVES,I. C. V. C.,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,JABAQUARA,Desenvolvimento e defesa de direitos,Outros
GRUPO ESPIRITA HARMONIA E PAZ DE SANTOS,GEHPS - GRUPO ESPIRITA HARMONIA E PAZ DE SANTOS,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ENCRUZILHADA,Religião,Religião
ASSOCIACAO CORRENTE DA FRATERNIDADE UNIVERSAL,ASSOCIACAO CORRENTE DA FRATERNIDADE UNIVERSAL,Associação Privada,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA MATHIAS,Religião,Religião
IGREJA APOSTOLICA CASA RESTAURADA,IGREJA APOSTOLICA CASA RESTAURADA,Associação Privada,2006.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,BOQUEIRAO,Religião,Religião
ASSOCIACAO BENEFICENTE ''GERSON TAVARES CORREA'',NÃO INFORMADO,Associação Privada,2006.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA BELMIRO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO ESPIRITUALISTA JUREMA PRETA NA UNIAO DAS CRENCAS,JUREMA PRETA,Associação Privada,2007.0,Atividades de serviços pessoais não especificadas anteriormente,Outras atividades de serviços pessoais não especificadas anteriormente,SABOO,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
"ASSOCIACAO DESPORTIVA, EDUCACIONAL E SOCIAL EQUILIBRIUM",PROJETO LUTA BAIXADA,Associação Privada,2007.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
"INSTITUTO SOCIAL DE EDUCACAO, ESPORTE, CULTURA E INOVACAO - ISEE",ISEE,Fundação Privada,2007.0,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,GONZAGA,Cultura e recreação,Esporte e recreação
ASSEMBLEIA DE DEUS MINISTERIO DEUS FORTE,NÃO INFORMADO,Associação Privada,2007.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM RADIO CLUB,Religião,Religião
FEBRE - FABRICA ESCOLA DE BASQUETE DE RUA E EVENTOS,CUFA BAIXADA CENTRAL UNICA DAS FAVELAS BAIXADA SANTISTA,Associação Privada,2010.0,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,AREIA BRANCA,Cultura e recreação,Cultura e arte
IGREJA VIDEIRA SANTOS,IGREJA VIDEIRA SANTOS,Organização Religiosa,2010.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Religião,Religião
ASSOCIACAO SANTA SAUDE,PLANO SANTA SAUDE,Associação Privada,2010.0,Planos de saúde,Planos de saúde,VILA MATHIAS,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
INSTITUTO NAUTICO - BOMBORDO,INSTITUTO NAUTICO - BOMBORDO,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Esporte e recreação
INSTITUTO ETICA,NÃO INFORMADO,Associação Privada,2011.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,Cultura e recreação; Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS PERMISSIONARIOS DE QUIOSQUE DA ORLA DA PRAIA DE SANTOS E REGIAO,ASPEQUE,Associação Privada,2011.0,Atividades de organizações associativas profissionais,Atividades de organizações associativas profissionais,VALONGO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
ASSOCIACAO COMUNITARIA DO BAIRRO DO MACUCO,ACBM,Associação Privada,2011.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,MACUCO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO LEALDADE E CIVISMO,LEALDADE E CIVISMO,Associação Privada,2010.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATIAS,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO HABITACIONAL VILA SAPO,NÃO INFORMADO,Associação Privada,2011.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE DE MELHORAMENTOS DA VILA PANTANAL,NÃO INFORMADO,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,SABOO,Desenvolvimento e defesa de direitos,Outros
MISSOES URBANAS PROJETOS SOCIAIS,MUPS,Associação Privada,2011.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
UNIAO SANTISTA ESPORTE CLUBE,UNIAO SANTISTA ESPORTE CLUBE,Associação Privada,2011.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO PROJETO CENTRO AVANTE,CENTRO AVANTE,Associação Privada,2011.0,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
